Purchase Date,ProductID,CustomerCode,Order ID,Units Sold,Revenue,Cost of Goods Sold
11/12/2022,5,SCampbell,0-398-02336-0,792,3054,4400
28/10/2022,3,JCox,0-13-831306-7,419,1458,6604
14/03/2023,5,RSchmitt,1-5442-3953-X,750,2586,7321
25/05/2020,8,MSuarez,1-74140-550-5,123,8614,2219
25/09/2021,1,DMichelleSandoval,0-413-95032-8,467,8262,5706
18/02/2021,5,BZuniga,0-927835-95-9,380,5025,6736
20/10/2021,5,MEllis,1-78623-884-5,448,7083,4036
21/03/2023,9,RMitchell,1-04-645724-1,793,9181,5384
16/01/2021,10,AEllis,1-74878-125-1,689,5322,6769
14/01/2023,4,NRomero,0-571-66774-0,989,2102,3738
18/03/2020,4,EArmstrong,0-939266-78-4,848,9192,2846
26/01/2023,9,DRosales,1-890667-41-2,432,9797,2681
17/05/2023,6,VRodriguez,1-08-681351-0,872,7381,1070
8/05/2020,5,HThompson,1-4917-7098-8,242,3031,1694
15/12/2022,10,MDaniels,1-04-853384-0,700,9446,5505
28/08/2021,9,BBerry,1-230-60016-7,355,1156,7130
20/04/2021,8,WJones,1-912919-87-7,323,1068,7356
23/12/2022,10,DGonzales,0-08-602945-2,906,3235,6456
19/09/2020,2,RBennett,0-7349-3282-0,910,2298,6518
16/09/2021,3,PMontgomery,1-925662-82-9,605,4247,1130
16/02/2020,5,JWolfe,0-09-734797-3,419,4794,1244
2/09/2022,1,ADavidson,0-589-10087-4,973,1791,3749
7/07/2021,7,JWells,1-4757-4926-0,802,7669,4384
8/07/2023,8,MMoore,0-02-258710-1,754,7141,4782
22/06/2023,8,WSims,1-66431-849-6,334,3468,952
14/03/2020,7,ABailey,0-7853-4685-6,330,8154,7773
10/11/2021,5,SPhillips,1-04-603306-9,612,3833,4389
2/11/2022,5,STaylor,1-160-97109-9,132,4929,4095
18/03/2023,6,HEvans,0-88319-996-3,954,4579,6650
17/04/2023,1,EHarris,1-386-79883-5,111,3469,4558
23/05/2022,9,SBates,0-200-14835-4,216,6567,3736
20/05/2022,5,KJones,1-250-02444-7,458,7052,2061
19/12/2021,9,SMills,0-363-01283-4,581,1259,2088
26/12/2020,4,CHenry,1-09-233176-X,949,8276,5025
18/05/2023,9,CWilliams,1-266-14321-1,579,3929,7716
7/11/2022,10,SKhanMD,1-5223-0251-4,946,2301,4091
7/05/2021,5,JMendoza,1-4284-5651-1,373,7570,7655
23/10/2021,5,DBowman,0-458-84830-1,991,9136,7203
18/09/2022,9,PThomas,0-8296-2222-5,752,1534,4614
24/02/2023,10,LNelson,1-72767-953-9,967,9571,3721
29/06/2020,5,GBurke,1-972739-71-9,876,3069,3711
13/01/2022,5,DTate,0-929310-05-5,341,7567,1921
18/07/2023,7,JGordon,1-182-44247-1,330,9853,7791
5/11/2020,7,SWard,0-276-23913-X,102,2443,2575
28/10/2020,10,ERowland,1-75592-644-8,239,3134,7751
24/01/2023,10,AGraham,1-338-99793-9,118,8063,1461
1/06/2020,1,DWallace,0-453-13891-8,144,8063,7123
4/11/2021,2,AGuerrero,0-284-25927-6,286,6432,2731
30/05/2020,1,MPowell,0-379-80882-X,113,1725,6655
16/05/2020,3,MBrandySkinner,0-15-285317-0,739,2905,3744
9/06/2022,5,AWood,0-9927482-9-1,199,1569,653
26/07/2022,7,LHernandez,1-08-909070-6,285,7481,6699
9/02/2023,8,CJoyce,1-114-20894-9,964,7632,2496
25/05/2021,3,JRivera,1-76420-472-7,636,3529,5313
4/07/2020,2,KGreen,0-16-281065-2,514,1476,1845
13/06/2022,6,JGates,1-57724-732-9,775,9607,7302
18/02/2020,2,MEmilyNorman,1-4695-1785-X,893,2032,5829
15/11/2021,4,CSutton,1-289-24065-5,643,6770,5272
25/07/2021,1,DSellers,0-85102-459-9,512,2177,2448
1/05/2023,1,ZMccullough,1-80882-818-6,269,5253,7347
13/04/2020,6,BWelch,0-665-24683-8,684,5310,4907
19/04/2020,8,BJohnson,0-393-23272-7,774,9587,7631
18/07/2020,10,RAdams,1-80098-188-0,936,2467,4580
23/07/2021,4,ADougherty,1-05-070715-X,598,1133,5647
29/05/2022,2,MJones,1-9840-8622-7,749,8193,6347
2/10/2020,8,ZWilliams,1-67932-984-7,674,7881,5845
25/01/2023,6,MGardner,1-328-73897-3,659,8184,2151
5/01/2020,8,CWood,1-9860-8690-9,203,8456,1468
17/06/2023,1,SClark,1-4177-4581-9,623,1503,4749
21/11/2020,8,SPatel,1-72062-732-0,989,2436,7804
26/06/2023,7,RHall,0-7791-9475-6,356,7637,702
6/08/2021,9,MGibson,0-7390-7252-8,958,1998,3578
30/06/2021,10,JGreen,0-7100-0221-1,316,9475,2916
5/05/2020,7,VLewis,1-306-32393-2,239,6638,893
23/05/2022,10,RMerrittPhD,1-217-92612-7,231,8741,3697
26/10/2020,5,CFord,1-281-05491-7,342,7341,4688
21/12/2022,1,EJames,1-199-70612-4,927,1338,3262
1/08/2022,3,EWade,0-05-079917-7,958,9255,3497
24/06/2022,3,JBest,1-382-74530-3,191,4601,6927
19/02/2021,6,LRodriguez,1-160-96233-2,189,4592,7311
13/08/2022,4,MWright,1-79458-717-9,711,1102,5349
4/03/2020,3,THaas,1-4202-0078-X,186,1399,6698
1/03/2023,2,AZuniga,1-5197-0918-8,639,9156,5430
27/11/2020,8,CDavis,1-79355-708-X,947,4279,774
11/08/2022,3,MWilson,1-58799-944-7,793,1830,1829
2/10/2020,9,KWhite,0-87672-974-X,790,1555,3245
16/06/2022,4,EOlson,0-932632-31-9,746,2361,2512
21/04/2020,5,ADean,1-4317-3792-5,465,9944,7813
19/09/2022,8,BPatton,1-292-22755-9,103,2041,2583
20/09/2022,6,JWhitehead,1-67854-948-7,730,3055,3058
21/06/2020,6,SYoung,0-270-82154-6,726,3691,2933
25/04/2022,10,MRich,0-910010-20-X,314,3579,4805
12/02/2020,1,SRivera,0-18-251197-9,979,9471,7003
4/08/2022,4,JHaley,0-266-54341-3,957,3552,5973
10/08/2021,10,CCoffey,0-9691488-5-2,418,4341,3251
12/10/2020,10,SGregory,0-623-26888-4,527,6692,2943
18/10/2020,8,TAnderson,1-86021-279-4,626,8649,7172
31/08/2022,4,MMunoz,0-15-533072-1,707,3937,5435
29/06/2021,6,ABenson,0-8259-5924-1,280,9770,3887
28/02/2023,6,SHunt,0-7241-4481-1,262,1228,1032
17/02/2023,7,MRussell,1-67424-716-8,678,5439,7478
17/01/2021,6,JJordan,1-265-93226-3,299,2936,7859
26/09/2022,9,MChung,1-83900-402-9,114,9205,6257
8/04/2020,5,DHuynh,1-78872-703-7,387,1162,2682
28/08/2020,3,ACarpenter,1-5127-0083-5,600,5006,4152
31/12/2022,10,DRice,1-150-42360-9,240,7886,1723
11/02/2020,10,CShort,0-17-452246-0,239,9367,1808
17/06/2022,10,VHoffman,0-392-52296-9,153,8827,4777
25/09/2022,6,KCooper,0-619-27785-8,658,2921,4021
24/06/2022,7,KWilson,1-72552-848-7,812,2494,627
16/01/2023,4,KMartinez,1-972211-36-6,177,8906,4623
29/09/2022,6,MScott,0-7454-8973-7,896,4265,3784
9/12/2021,10,AWilcox,1-875319-01-8,160,7077,2498
12/12/2021,3,ABerry,1-4876-1512-4,540,1692,2078
26/06/2023,8,KTorres,0-18-893769-2,937,8035,3352
2/12/2022,7,THudson,1-368-17885-5,700,2057,1244
22/10/2022,8,DLee,1-186-24852-1,214,8317,6266
5/01/2020,2,ADavis,0-537-91428-5,597,3587,4778
15/09/2022,3,AFisher,1-251-31755-3,308,2925,6199
25/05/2023,7,MKelly,0-561-42407-1,256,9450,7582
15/09/2020,7,HSkinner,0-634-12222-3,315,3476,608
6/08/2020,4,KNavarro,1-903221-93-5,744,8477,4534
23/09/2022,2,KClark,0-17-647967-8,305,4754,5277
18/08/2022,8,AMcconnell,1-57532-288-9,549,2089,2125
4/02/2023,10,JHammond,1-362-09459-5,426,3208,1330
29/06/2022,8,MSmith,0-630-59907-6,878,1781,6659
13/12/2021,1,TPorter,0-486-30902-9,770,4099,5904
26/11/2020,10,HFischer,1-128-66675-8,133,9965,5272
28/03/2020,2,PCarr,1-5077-2822-0,207,1633,7861
11/07/2022,3,CWrightDDS,0-420-25160-X,918,7827,4228
18/09/2022,6,PKim,0-9844676-0-2,421,4947,5412
15/12/2020,2,CHardy,1-4571-8912-7,571,1371,636
1/04/2023,7,EChen,1-918469-86-5,745,2996,853
15/04/2021,9,NBarton,0-07-087330-5,678,7762,7838
29/09/2022,6,AReyes,0-688-62264-X,665,4043,6868
5/12/2020,7,PWashington,1-4053-6883-7,415,3511,1740
18/08/2021,3,BSmith,1-5427-3715-X,481,7879,6200
19/03/2022,7,CPeterson,1-69946-982-2,970,9752,5647
6/06/2022,2,AOrtiz,0-369-38760-0,898,4709,2896
5/09/2021,7,RBerry,1-367-04714-5,949,1376,2735
18/04/2020,7,RNelson,1-63019-102-7,267,1088,3318
7/05/2022,9,EMyers,0-8035-6183-0,980,3098,2539
1/09/2022,6,PMartinez,0-09-899645-2,692,5091,5797
2/11/2020,1,TRamirez,1-4813-8814-2,746,6822,4703
30/09/2022,8,DMitchell,1-85325-741-9,166,6108,3381
24/09/2022,9,DJensen,0-13-539870-3,546,3887,4479
27/03/2020,8,TGonzalez,1-4205-0161-5,755,1841,1871
22/06/2021,5,TAnderson,0-542-07738-8,277,8598,6838
28/08/2022,3,RJohnson,0-9586105-2-5,564,2820,6877
19/05/2023,2,JLarson,0-352-13065-2,589,8562,2624
30/08/2021,5,MZimmerman,0-7928-1898-9,282,4880,4986
2/06/2021,2,JAllen,0-304-61872-1,690,2214,2678
3/02/2023,9,TStewart,0-17-892995-6,896,5225,7576
29/11/2020,2,CAllen,1-878551-39-6,331,7571,2726
18/06/2023,1,DThompson,1-243-34696-5,770,5367,2387
22/08/2021,6,MRice,1-58101-293-4,875,7046,1124
15/11/2022,9,ZJohnson,1-07-496775-5,452,8409,6267
16/10/2020,3,DThompson,0-249-89627-3,130,2276,839
24/03/2020,1,SHickman,1-4480-6527-5,897,9446,7260
9/10/2020,5,JHenderson,0-7507-4447-2,856,9642,5249
3/10/2022,6,DThomas,0-205-65289-1,795,8546,6231
10/09/2020,8,AWilson,0-11-570289-X,411,4171,4230
8/09/2021,3,JRosario,0-305-44137-X,385,6821,3672
15/05/2022,4,MBates,1-4412-9024-9,233,7624,1258
8/03/2021,3,CBurns,0-01-084070-2,269,7617,7400
21/01/2022,7,JTaylor,0-232-09970-7,925,1122,3837
22/02/2023,9,LLynn,0-12-018528-8,680,7660,1881
30/05/2023,8,CWilliams,1-949569-38-1,410,1203,6721
25/04/2020,6,AGarrison,1-58678-128-6,524,8316,5283
25/07/2021,9,BMoore,0-276-98843-4,445,5954,4431
22/06/2020,10,JDouglas,0-241-30254-4,362,1418,874
2/11/2020,1,GRodriguez,0-9595072-1-3,529,1248,7984
8/01/2020,9,BGreen,0-13-971793-5,661,9043,6680
28/04/2020,8,CGeorge,1-62873-841-3,495,1984,6144
27/03/2022,1,KBrown,0-253-94701-4,381,5458,4903
1/07/2020,4,ASmith,0-11-666506-8,411,1833,633
22/01/2022,10,MMiller,0-417-57095-3,405,8720,6533
19/11/2020,6,BBrown,0-384-51599-1,862,8001,4665
27/12/2020,9,CSmith,1-55267-050-3,264,6444,4080
22/05/2021,2,CBrown,1-175-14846-6,621,1234,2085
7/03/2022,7,TLeach,1-5462-3762-3,166,5962,3432
14/10/2022,1,ATaylor,0-9968838-7-8,235,2390,820
9/11/2022,6,MChandler,0-906946-92-1,658,7848,2198
5/08/2022,7,KHamilton,0-7830-6212-5,837,2380,1452
9/06/2020,5,CCox,0-426-86486-7,685,7967,6222
4/11/2022,10,JThomas,1-9778-3342-X,348,6737,5744
2/02/2023,8,ADavis,1-64696-416-0,453,9627,6847
8/02/2020,7,AMoore,1-08-792325-5,335,9553,4062
27/11/2022,6,NWalker,0-251-79560-8,113,5130,1958
25/09/2022,6,DArnold,1-5256-1277-8,188,8258,4674
3/01/2021,6,KJohnson,1-192-37873-3,402,4319,769
5/09/2020,3,SAustin,0-266-30820-1,836,2855,4777
9/04/2022,1,MFord,0-9763319-5-0,846,2588,7617
20/03/2021,4,NMiles,0-03-653091-3,314,4394,2145
10/04/2022,1,JWyatt,1-81767-646-6,331,8599,7932
17/05/2021,4,TAndersen,0-591-71929-0,913,8482,4057
27/10/2021,2,AWilliams,0-341-38365-1,304,8140,5967
13/11/2021,9,EParks,0-87500-474-1,583,4739,1655
6/09/2022,1,PCohen,1-08-175823-6,776,6177,4032
27/06/2020,5,SWyatt,1-153-18178-9,381,6577,3585
17/02/2020,10,LNelson,1-4498-8952-2,919,2721,556
25/04/2020,9,JDouglas,0-559-14245-5,101,5760,4912
7/07/2023,10,JHernandez,0-921894-86-4,762,7178,3068
21/08/2022,3,LAnderson,1-9832-2268-2,636,2873,3806
16/08/2021,7,JNguyen,0-07-328789-X,369,4579,925
9/07/2022,6,JOsborne,1-65661-761-7,929,2612,3521
22/04/2020,9,DMiranda,0-88248-670-5,661,6807,1778
31/08/2021,2,VGuzman,1-4877-4718-7,503,7293,996
31/03/2023,6,JMack,0-12-738088-4,925,1051,4611
15/03/2021,4,JHerman,0-05-598454-1,399,1120,4394
26/08/2021,8,MMalone,0-612-74226-1,654,2395,911
30/05/2021,2,AMeza,0-7257-3064-1,549,3085,6743
8/04/2022,4,DMcdonaldJr.,0-06-248781-7,532,8628,1041
30/01/2020,2,DWilliams,1-59455-102-2,218,4666,4989
4/12/2022,4,BDavis,1-4707-6240-4,599,9251,6960
13/10/2020,5,CPatterson,0-370-63029-7,943,6514,5387
5/11/2022,7,JMorse,1-5157-7531-3,107,7190,2190
6/07/2020,8,JBeasley,0-7118-4475-5,399,9889,7620
7/08/2020,4,JVazquez,1-876928-21-2,733,6002,4622
23/11/2020,8,JTrevino,1-81218-696-7,630,1334,5455
8/09/2022,8,KDaniels,0-9645993-2-5,426,2627,1172
26/09/2022,3,TMorse,1-194-02626-5,431,5516,5547
13/12/2022,8,BHall,0-7161-8405-2,330,7906,6662
31/05/2020,8,CHubbard,0-05-396690-2,271,9845,7851
11/06/2021,2,AAlvarez,0-562-64059-2,123,1370,7680
29/11/2021,1,GHernandez,0-592-10640-3,159,5515,1291
11/12/2022,4,JGonzalez,0-88237-811-2,285,1667,6978
20/11/2020,5,AGonzalez,0-332-57270-6,943,5914,5622
31/12/2022,9,JHuntPhD,0-14-141310-7,506,7073,7827
18/01/2022,10,FHancock,1-998893-87-1,526,1413,5921
13/10/2021,2,JCarroll,1-167-25934-3,756,7372,2977
4/04/2022,3,JTran,0-660-39602-5,967,3790,2689
4/01/2020,9,PKing,1-81694-615-X,536,5097,5186
7/04/2022,9,TFranklin,0-89569-838-2,437,8931,5876
2/05/2020,8,RMckinney,1-136-03951-1,691,2737,1047
4/11/2020,2,MGarrison,1-81958-083-0,500,3420,7137
15/01/2022,7,TCastro,1-380-06430-9,444,1612,7879
8/10/2020,5,HGrayMD,0-375-55199-9,283,5705,1141
7/03/2021,1,SJackson,1-71051-605-4,203,4752,2152
30/06/2022,8,KBaird,1-64206-312-6,932,8113,7305
14/03/2022,1,CJones,0-233-03333-5,301,6942,7336
4/06/2020,6,LChavez,0-422-64510-9,833,3863,6232
19/10/2022,2,TThompson,0-677-03212-9,772,3381,1273
17/07/2021,6,WWatson,0-03-127743-8,551,6187,3096
18/10/2022,8,VFletcher,1-170-26426-3,587,4951,2191
29/07/2023,6,BLarson,1-5364-8813-5,421,4796,7788
29/05/2021,3,HNichols,0-17-107036-4,996,9377,3722
4/06/2023,6,RDavis,1-63526-248-8,578,2402,1836
1/04/2020,9,CKelly,1-5100-7483-X,136,3346,4458
7/12/2021,7,DLopez,0-462-84644-X,598,1658,6723
26/06/2023,1,JShepherd,1-03-922049-5,967,2088,2721
19/07/2020,10,DVillanueva,1-281-02959-9,401,5520,4733
5/10/2021,3,DFarmer,0-9841031-6-3,835,1316,4870
15/01/2023,10,MBaldwin,0-481-69941-4,477,6410,5795
25/09/2022,6,SMalone,1-80289-955-3,413,2979,5167
8/10/2022,8,MRobles,1-76031-655-5,796,2092,5490
2/06/2021,4,EDaniels,1-4707-2866-4,746,8373,7771
20/04/2023,1,GSpears,1-4680-3329-8,814,8873,7579
12/05/2022,5,KLong,1-954653-93-X,807,1529,2705
16/12/2022,2,TForbes,1-82371-854-X,860,6258,661
20/08/2021,10,JGarcia,1-5128-0566-1,451,9033,1652
10/03/2021,7,JGonzalez,1-5402-2418-X,483,3656,6039
30/05/2022,9,MRosario,1-131-11789-1,722,6473,1763
28/12/2022,4,RReyes,0-7030-1339-4,554,6795,2386
11/06/2020,6,ADavis,0-15-250346-3,131,4031,7523
24/03/2023,9,JGarcia,0-624-44223-3,179,4020,6753
1/04/2020,10,RAllen,0-12-783691-8,854,8944,1717
28/02/2021,4,EThompson,1-226-14611-2,318,1772,7542
21/06/2021,2,CBoyer,1-78440-042-4,968,6233,2057
15/10/2020,5,JCook,1-4291-6212-0,979,1779,6182
12/10/2022,7,DCervantes,0-01-040080-X,867,5409,4782
4/07/2020,3,TOliver,1-85377-679-3,547,1916,3013
11/06/2023,9,CWilliams,0-9572558-0-2,580,5942,2141
24/01/2021,9,SPowell,0-690-66351-X,155,6869,7290
3/12/2022,5,KYates,0-15-641353-1,853,2196,7223
24/02/2020,6,JWeber,0-529-83142-2,944,2193,2216
16/04/2023,10,MMiller,1-09-863833-6,663,5096,5040
1/06/2023,8,DJaredWilkinsonMD,1-79892-659-8,734,3799,978
27/06/2023,10,DPatrickWaters,1-228-86269-9,946,8625,7365
9/11/2021,3,DHurst,1-4535-6313-X,457,1201,5277
5/03/2020,5,EMccall,0-7095-6990-4,538,2268,7954
22/05/2023,2,APatel,0-463-84195-6,960,4189,3113
13/08/2020,1,JJohnson,0-17-789948-4,216,6257,5212
12/12/2021,4,CPerry,1-7323474-5-X,528,8251,1207
21/11/2022,4,DMccullough,0-202-17731-9,559,9286,1830
29/08/2022,5,RJohnston,1-292-35825-4,322,3329,4925
18/12/2022,9,MHarvey,0-7599-9997-X,687,1089,5917
8/09/2021,6,FJackson,0-929907-36-1,211,4671,4547
19/12/2022,7,TWilliamson,0-204-55826-3,333,5525,900
26/09/2022,7,DMccullough,1-84753-950-5,778,7676,4972
15/01/2021,1,RJames,0-7114-8909-2,339,8406,3086
23/05/2020,4,EColeman,1-284-05592-2,106,5951,2317
30/03/2022,6,BWalsh,1-262-15674-2,773,2953,7035
30/06/2022,7,MAlyssaNichols,0-9915118-2-4,230,5638,7176
16/08/2021,6,JBowen,1-231-64522-9,486,3911,1158
14/09/2020,8,AAnderson,0-88818-827-7,773,8010,541
12/04/2023,6,AAlvarado,1-377-19118-4,415,8151,1391
21/04/2020,8,JThompson,0-590-64678-8,935,4364,3817
29/04/2021,8,KCooper,0-281-05868-7,553,6883,3224
3/09/2022,7,KRichardson,1-252-85697-0,263,5494,711
1/06/2020,4,CRandall,0-217-41055-3,867,6740,7826
8/01/2021,5,AKhan,0-385-50395-4,277,4500,5400
20/02/2022,4,GStewart,1-56860-834-9,751,7078,6138
9/04/2022,4,ACortez,1-248-88052-8,883,7091,2705
27/11/2020,3,JTyler,0-7446-5457-2,593,3890,3450
6/10/2020,3,RCasey,0-8159-3040-2,334,9385,7489
20/07/2021,1,SScott,1-72221-817-7,558,4532,3695
26/07/2020,5,JCurtis,0-7418-5086-9,642,9865,7989
14/11/2021,4,AWright,1-185-92119-2,671,3667,4011
6/04/2022,9,TMarsh,0-339-80738-5,505,9226,5919
20/04/2020,2,DParker,1-65060-758-X,653,5662,7185
29/04/2023,10,SSherman,1-01-018169-6,457,9310,4467
21/02/2023,6,CRichPhD,0-417-75664-X,842,3411,3195
23/07/2021,9,WHall,0-7134-5508-X,796,3247,6635
24/02/2022,4,VHenryDVM,1-872557-30-9,129,8074,6258
20/09/2020,9,JWallace,0-942331-24-9,796,9098,5683
3/11/2020,9,ASullivan,0-623-75172-0,486,5304,703
3/09/2020,9,WMeyers,0-585-46048-5,451,4967,7002
10/12/2020,9,BSandoval,1-03-001259-8,803,7986,4402
25/06/2022,1,MSmith,0-910099-34-0,607,1818,2829
14/06/2020,4,CLane,0-291-16135-9,1000,2310,3701
15/11/2020,2,PWoods,1-5177-4021-5,694,1382,3656
17/01/2021,7,WMendez,1-4667-4341-7,259,4275,5708
3/05/2021,6,MSmith,0-7809-2172-0,258,4225,4964
26/07/2020,8,KStewart,0-7323-8754-X,393,2115,3576
21/06/2020,5,KJackson,1-233-93820-7,740,9980,7597
27/06/2020,3,KFloyd,1-108-18759-5,598,3019,6555
15/03/2020,5,MJimenez,0-14-467128-X,629,7316,1672
12/09/2021,3,GHamilton,0-16-553639-X,885,5508,4249
14/01/2022,6,HStein,1-4396-6136-7,582,9721,4346
23/04/2021,3,DKelley,0-223-16810-6,365,9338,1262
9/02/2020,8,AMcdonald,0-406-59249-7,656,8376,7699
20/12/2021,9,MWatts,1-964141-73-7,288,9466,2466
25/03/2021,7,KHall,1-55776-967-2,171,9390,6074
12/01/2021,5,JBrock,0-07-827752-3,177,8240,4897
17/04/2020,2,KJohnson,0-542-48474-9,688,2547,7167
25/03/2022,2,CSpears,1-126-23317-X,179,6171,4627
30/10/2020,10,AKing,1-338-45150-2,835,2978,4572
29/03/2022,6,JKelley,1-287-49943-0,977,3947,2079
14/04/2020,10,CCrawford,0-313-33921-X,190,4528,4589
6/01/2020,1,BWoods,1-09-578538-9,868,5923,7750
5/03/2023,8,MJohnson,0-657-19695-9,982,9189,5541
19/06/2022,2,JHughes,1-79574-804-4,574,4247,6500
15/05/2020,3,BCummings,1-64478-294-4,698,6947,3082
13/04/2020,2,VHardy,0-13-558474-4,658,4380,6784
10/01/2022,2,JAllen,0-686-25191-1,238,1963,5746
10/09/2021,7,VBrown,0-01-084774-X,293,3582,6152
10/09/2022,1,AMills,1-353-63201-6,320,6339,4236
29/03/2022,7,AStewart,0-937234-03-6,840,5093,7336
6/03/2023,3,WRodriguez,0-657-59541-1,347,6218,3225
24/02/2020,5,APatterson,0-19-454449-4,333,4544,1191
9/12/2022,9,KBaker,0-331-77823-8,228,8350,6490
28/11/2020,9,VSharp,1-79075-458-5,620,2292,7694
29/12/2022,3,DDalton,0-342-55960-5,434,4968,6229
22/06/2020,2,JFisher,0-9550629-7-7,546,3341,7143
5/01/2022,7,RParsons,0-687-52908-5,224,9753,3017
2/05/2021,5,MRodgers,0-05-560850-7,178,8511,6802
17/06/2022,3,AWagner,0-447-10025-4,234,6283,2624
11/03/2023,6,JPotter,0-437-93982-0,915,8545,3235
26/10/2020,5,WMiddleton,1-107-23022-5,398,2011,5440
3/04/2020,9,MWilliams,1-138-08294-5,258,5295,2665
11/04/2023,2,AStevens,0-8408-6396-9,602,9736,2687
8/10/2020,9,BChung,1-873108-21-4,696,5898,3054
3/07/2020,7,KMejia,0-522-97072-9,657,1997,4265
14/02/2020,1,SSmith,0-617-46015-9,524,2782,7488
16/10/2022,7,MWright,0-04-762793-X,792,3206,2997
14/02/2022,8,RWilliams,0-13-869806-6,547,5810,2190
31/01/2020,1,MSalinas,1-927613-15-9,538,4652,6275
20/03/2023,7,MAdams,1-952330-69-6,842,8097,3351
15/05/2021,10,JNelson,0-390-19196-5,423,6132,3993
17/05/2020,9,JLee,0-04-978025-5,500,9698,2692
4/01/2022,5,AWhite,1-5426-8266-5,513,7805,3809
21/01/2022,7,MFitzgerald,0-7527-9236-9,877,5750,7717
26/09/2020,9,DRichardson,0-659-22241-8,963,3556,6390
31/10/2021,3,LJohnson,0-902039-67-9,179,9121,6426
28/07/2022,4,MWalker,1-59716-663-4,507,4205,1605
27/06/2023,6,CAnderson,0-8352-3905-5,730,7642,6851
20/12/2022,10,JAnderson,1-4337-3419-2,528,5769,2026
20/02/2020,10,WJohnson,0-904582-69-8,864,8396,1519
14/09/2022,2,DTapia,1-76583-851-7,229,3097,6226
4/02/2021,8,RPratt,1-81980-808-4,358,4840,3023
10/08/2020,3,BCooper,0-328-38887-4,306,9363,5521
15/09/2022,5,MGaines,1-887879-27-7,194,2043,906
13/11/2020,2,LHenderson,0-7019-0927-7,629,7860,5139
28/03/2022,1,KWillis,1-4477-8095-7,911,7962,2886
13/10/2020,8,ACortez,1-08-645201-1,880,9039,1789
15/01/2020,8,SCole,0-470-21373-6,125,4734,2938
8/01/2021,9,AMalone,0-00-926525-2,425,9596,4254
10/06/2021,9,THancock,1-70810-092-X,704,5809,7826
21/11/2021,4,MWood,1-5355-7394-5,622,2217,6458
23/12/2021,6,AContreras,1-4924-1174-4,979,2733,3200
6/01/2021,2,CRobles,1-940344-90-5,258,3520,5890
7/05/2022,9,KHarper,1-56129-416-0,517,4737,2607
11/12/2020,10,MTapia,0-933540-34-5,876,6405,3081
27/05/2022,7,HMartinez,1-4533-6401-3,584,4578,4610
25/11/2021,2,SSimon,1-324-75178-9,271,8346,4285
18/07/2020,3,PPerkins,1-65413-736-7,519,4757,6954
26/05/2021,10,DCastillo,0-400-69838-2,798,5017,7800
24/05/2021,1,JEvans,0-632-15539-6,363,7354,2166
1/03/2022,1,HPark,0-670-29979-0,341,4671,1487
3/10/2020,10,DSmith,0-88173-976-6,102,1592,2281
30/10/2020,1,DMitchell,0-283-92871-9,189,1244,1809
6/03/2020,2,ACervantes,1-236-83423-2,379,3999,7223
27/06/2023,8,TLeach,1-4422-2251-4,294,1255,7529
16/07/2022,5,RArmstrong,0-572-92257-4,514,8171,5314
10/07/2023,8,BKramerDDS,1-175-71747-9,960,2535,1083
12/06/2022,8,KSolomon,0-7156-2028-2,235,5860,4250
4/09/2021,3,LKelly,0-88727-457-9,887,1219,6897
10/06/2023,5,FBrown,1-4164-5834-4,955,8523,5937
31/03/2023,7,GPruitt,1-938146-81-6,759,2190,6465
28/11/2021,9,RMccormick,0-937820-17-2,201,2510,1804
10/05/2023,5,MJones,0-359-75230-6,435,8161,1551
9/06/2020,4,KHarris,0-373-28121-8,256,3294,7410
17/04/2021,3,EJordan,0-361-28285-0,767,9211,4752
26/10/2020,9,LMoore,1-77946-116-X,859,3070,1725
2/10/2022,1,IMahoney,0-10-458940-X,583,6058,7543
2/01/2021,2,DGarcia,0-914796-51-8,634,9074,1365
25/07/2020,5,BTorres,1-102-20364-5,747,4225,3948
17/08/2021,10,RMorgan,0-651-53288-4,382,9289,1488
28/06/2020,3,CSmithMD,0-89260-796-3,259,5916,1383
24/05/2020,10,SFoley,1-4706-9708-4,947,3232,5877
11/07/2022,5,AThompson,0-9739488-0-9,661,4451,5186
29/01/2020,4,BArias,1-888927-80-1,554,5534,3059
18/08/2020,6,AMartinez,0-10-705488-4,215,7259,4209
20/01/2023,10,TShaffer,0-15-340189-3,914,2720,3118
6/03/2022,10,DShannonCasey,1-02-546848-1,135,8264,4404
21/01/2022,4,JJohnson,1-65212-033-5,489,2875,2120
30/01/2022,3,GWatson,1-318-66518-3,777,5106,5766
5/10/2021,1,MNewman,1-71879-354-5,638,9978,517
2/08/2021,10,TLopez,1-930561-30-X,653,8112,3178
25/11/2021,3,CWoodard,0-8391-8562-6,779,7985,2489
2/03/2023,8,RThomas,0-464-44962-6,200,8962,6586
31/05/2022,6,KRoach,1-02-424037-1,194,3164,6418
9/09/2022,8,ARoberson,0-592-05090-4,841,8386,6329
24/05/2023,7,DCummings,0-607-69489-0,689,3012,4013
4/04/2020,9,SFox,1-07-978542-6,880,8392,2259
15/05/2022,7,EKerr,1-279-73067-6,587,6908,7345
20/01/2022,6,CDiaz,0-200-58492-8,514,5433,2780
19/03/2021,1,AMorales,1-67012-092-9,711,9494,6202
14/01/2021,2,DWalker,0-8315-8559-5,885,2007,6192
8/04/2021,9,BBarnes,0-9933240-6-1,351,1054,6619
15/10/2021,1,TJackson,1-275-31566-6,396,8886,4670
